,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,Timestamp
10,1975,Chainlink,LINK,chainlink,1478,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,11,,,,2023-12-03T12:13:00.000Z,15.961842563399482,604736349.1454663,-0.1863,-0.6124675,2.08502188,5.27742203,45.56435561,111.07875132,162.63732834,8888351559.801035,0.5994,15961842563.4,,2023-12-03T12:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-12-03 17:45:16.051367
11,11419,Toncoin,TON,toncoin,175,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,12,3414166606.0,8236941954.035709,,2023-12-03T12:14:00.000Z,2.4125776227675133,33768160.63905685,2.4341,-0.58133584,0.34622946,1.59506247,10.1699023,20.93355943,27.70639013,8279706054.344898,0.5584,12177626754.26,,2023-12-03T12:14:00.000Z,,,,,,2023-12-03 17:45:16.051367
12,5805,Avalanche,AVAX,avalanche,574,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,365180769.04855895,433213679.04855895,False,,13,,,,2023-12-03T12:13:00.000Z,21.975430205069348,343609756.9286847,-10.3281,-0.30332145,-0.01829502,4.61770461,88.70364221,125.51738678,122.36749905,8025004502.4601555,0.5412,15822309747.65,,2023-12-03T12:13:00.000Z,,,,,,2023-12-03 17:45:16.051367
13,3890,Polygon,MATIC,polygon,1119,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9275203002.204464,10000000000.0,False,,14,,,,2023-12-03T12:13:00.000Z,0.8094921257965637,448022141.7172385,5.3418,-0.25589344,0.08813658,4.56803177,23.99241767,38.44874956,49.4592219,7508203795.449162,0.5064,8094921257.97,,2023-12-03T12:13:00.000Z,,,,,,2023-12-03 17:45:16.051367
14,6636,Polkadot,DOT,polkadot-new,630,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1251843942.6252005,1384104444.3335521,True,,15,,,,2023-12-03T12:13:00.000Z,5.5001507424070715,133107360.17075826,11.9844,-0.27943423,-0.45343141,3.06269539,21.98996235,36.27846363,28.9738825,6885330390.407792,0.4644,7612783087.07,,2023-12-03T12:13:00.000Z,,,,,,2023-12-03 17:45:16.051367
0,1,Bitcoin,BTC,bitcoin,10594,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19559731.0,19559731.0,False,,1,,,,2023-12-03T12:15:00.000Z,39470.79322575876,15875873505.343372,2.6811,-0.10674282,1.8191383,4.80957089,15.41072577,43.25933623,52.61492709,772038097852.4636,52.0686,828886657740.93,,2023-12-03T12:15:00.000Z,,,,,,2023-12-03 17:45:47.457938
1,1027,Ethereum,ETH,ethereum,7947,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120234245.26881394,120234245.26881394,True,,2,,,,2023-12-03T12:15:00.000Z,2158.32441696729,9798577188.191208,37.5674,-0.30778376,2.78613312,3.56595636,20.74318926,31.1518763,32.31166178,259504507319.31497,17.4979,259504507319.31,,2023-12-03T12:15:00.000Z,,,,,,2023-12-03 17:45:47.457938
2,825,Tether USDt,USDT,tether,67216,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,89596999295.46779,92609951832.05023,True,,3,,,,2023-12-03T12:14:00.000Z,1.000141178765898,33328792404.34437,19.2515,-0.01558025,-0.02268848,-0.03098045,-0.00870665,0.00506091,0.05914831,89609648489.25648,6.0432,92623026390.76,,2023-12-03T12:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-12-03 17:45:47.457938
3,1839,BNB,BNB,bnb,1810,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151698353.83089778,151698353.83089778,False,,4,,,,2023-12-03T12:14:00.000Z,228.03519506441677,666202039.0174614,16.5447,-0.37556723,0.32969357,-2.33278578,0.42835105,7.31088312,6.80036585,34592563706.779686,2.333,34592563706.78,,2023-12-03T12:14:00.000Z,,,,,,2023-12-03 17:45:47.457938
4,52,XRP,XRP,xrp,1162,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53888571585.0,99988188647.0,False,,5,,,,2023-12-03T12:15:00.000Z,0.626598521355728,913597825.0554543,32.6593,-0.14566481,2.11580019,-0.9259195,4.12457853,17.57475562,24.92365135,33766499273.1333,2.2772,62659852135.57,,2023-12-03T12:15:00.000Z,,,,,,2023-12-03 17:45:47.457938
5,5426,Solana,SOL,solana,557,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,424333490.3850296,564017878.6739423,True,,6,,,,2023-12-03T12:14:00.000Z,63.39575536959598,1459799958.036248,15.2163,-0.26286089,2.13641451,9.8284633,62.98083455,169.75866936,224.37935333,26900942151.576145,1.8143,35756339460.49,,2023-12-03T12:14:00.000Z,,,,,,2023-12-03 17:45:47.457938
6,3408,USDC,USDC,usd-coin,15237,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24520967232.444027,24520967232.444027,False,,7,,,,2023-12-03T12:14:00.000Z,0.9997469783390276,3727847667.9089394,4.8317,-0.01408475,-0.01776752,-0.01163772,-0.04068226,-0.0313119,-0.02616024,24514762896.586224,1.6534,24514762896.59,,2023-12-03T12:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-12-03 17:45:47.457938
7,2010,Cardano,ADA,cardano,989,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35307944353.715,36410042820.425,False,,8,,,,2023-12-03T12:14:00.000Z,0.39350844068296664,308788703.5833153,45.3302,-0.32483085,1.12282067,0.70475137,24.03756463,53.50951492,53.99149931,13893974126.351345,0.937,17707879830.73,,2023-12-03T12:14:00.000Z,,,,,,2023-12-03 17:45:47.457938
8,74,Dogecoin,DOGE,dogecoin,836,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142081826383.7052,142081826383.7052,True,,9,,,,2023-12-03T12:15:00.000Z,0.08481690050073175,549934803.4016432,49.0076,-0.19699789,1.04032268,9.04011765,26.38323723,38.87621998,34.36463329,12050940131.348967,0.8128,12050940131.35,,2023-12-03T12:15:00.000Z,,,,,,2023-12-03 17:45:47.457938
9,1958,TRON,TRX,tron,882,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88522077487.95638,88522119635.4479,True,,10,71659659264.0,7401142610.839576,,2023-12-03T12:14:00.000Z,0.10328185602408693,188966706.91777703,4.7689,-0.09399841,0.35465591,-4.51629715,5.72641332,16.36247278,34.46164336,9142724462.064177,0.6166,9142728815.14,,2023-12-03T12:14:00.000Z,,,,,,2023-12-03 17:45:47.457938
10,1975,Chainlink,LINK,chainlink,1478,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,11,,,,2023-12-03T12:14:00.000Z,15.964292816596863,604319260.9306959,-0.253,-0.59663582,2.10378712,5.28796631,45.59209989,111.08879254,162.68779566,8889715983.221598,0.5995,15964292816.6,,2023-12-03T12:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-12-03 17:45:47.457938
11,11419,Toncoin,TON,toncoin,175,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,12,3414166606.0,8239013256.8368635,,2023-12-03T12:15:00.000Z,2.4131843016558587,33761734.34362964,2.371,-0.55962912,0.36370582,1.62626423,10.19345988,20.96396999,27.72177083,8281788110.821537,0.5585,12180689001.46,,2023-12-03T12:15:00.000Z,,,,,,2023-12-03 17:45:47.457938
12,5805,Avalanche,AVAX,avalanche,574,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,365180769.04855895,433213679.04855895,False,,13,,,,2023-12-03T12:14:00.000Z,21.976035760224413,343159737.3291106,-10.4296,-0.2998136,-0.02488182,4.62540114,88.7297653,125.4717171,122.40676608,8025225639.557384,0.5412,15822745747.36,,2023-12-03T12:14:00.000Z,,,,,,2023-12-03 17:45:47.457938
13,3890,Polygon,MATIC,polygon,1119,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9275203002.204464,10000000000.0,False,,14,,,,2023-12-03T12:14:00.000Z,0.8095283426403547,448100717.42326397,5.3577,-0.25231311,0.08881336,4.57109257,23.99555079,38.43633484,49.47993715,7508539714.027422,0.5064,8095283426.4,,2023-12-03T12:14:00.000Z,,,,,,2023-12-03 17:45:47.457938
14,6636,Polkadot,DOT,polkadot-new,630,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1251843942.6252005,1384104444.3335521,True,,15,,,,2023-12-03T12:14:00.000Z,5.500756460579328,133393435.85134986,12.4395,-0.26599167,-0.43912078,3.07643691,22.00948218,36.283322,29.01900345,6886088655.03267,0.4644,7613621464.28,,2023-12-03T12:14:00.000Z,,,,,,2023-12-03 17:45:47.457938
0,1,Bitcoin,BTC,bitcoin,10594,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19559731.0,19559731.0,False,,1,,,,2023-12-03T12:15:00.000Z,39470.79322575876,15875873505.343372,2.6811,-0.10674282,1.8191383,4.80957089,15.41072577,43.25933623,52.61492709,772038097852.4636,52.0686,828886657740.93,,2023-12-03T12:15:00.000Z,,,,,,2023-12-03 17:46:18.417029
1,1027,Ethereum,ETH,ethereum,7947,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120234245.26881394,120234245.26881394,True,,2,,,,2023-12-03T12:15:00.000Z,2158.32441696729,9798577188.191208,37.5674,-0.30778376,2.78613312,3.56595636,20.74318926,31.1518763,32.31166178,259504507319.31497,17.4979,259504507319.31,,2023-12-03T12:15:00.000Z,,,,,,2023-12-03 17:46:18.417029
2,825,Tether USDt,USDT,tether,67216,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,89596999295.46779,92609951832.05023,True,,3,,,,2023-12-03T12:14:00.000Z,1.000141178765898,33328792404.34437,19.2515,-0.01558025,-0.02268848,-0.03098045,-0.00870665,0.00506091,0.05914831,89609648489.25648,6.0432,92623026390.76,,2023-12-03T12:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-12-03 17:46:18.417029
3,1839,BNB,BNB,bnb,1810,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151698353.83089778,151698353.83089778,False,,4,,,,2023-12-03T12:14:00.000Z,228.03519506441677,666202039.0174614,16.5447,-0.37556723,0.32969357,-2.33278578,0.42835105,7.31088312,6.80036585,34592563706.779686,2.333,34592563706.78,,2023-12-03T12:14:00.000Z,,,,,,2023-12-03 17:46:18.417029
4,52,XRP,XRP,xrp,1162,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53888571585.0,99988188647.0,False,,5,,,,2023-12-03T12:15:00.000Z,0.626598521355728,913597825.0554543,32.6593,-0.14566481,2.11580019,-0.9259195,4.12457853,17.57475562,24.92365135,33766499273.1333,2.2772,62659852135.57,,2023-12-03T12:15:00.000Z,,,,,,2023-12-03 17:46:18.417029
5,5426,Solana,SOL,solana,557,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,424333490.3850296,564017878.6739423,True,,6,,,,2023-12-03T12:14:00.000Z,63.39575536959598,1459799958.036248,15.2163,-0.26286089,2.13641451,9.8284633,62.98083455,169.75866936,224.37935333,26900942151.576145,1.8143,35756339460.49,,2023-12-03T12:14:00.000Z,,,,,,2023-12-03 17:46:18.417029
6,3408,USDC,USDC,usd-coin,15237,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24520967232.444027,24520967232.444027,False,,7,,,,2023-12-03T12:14:00.000Z,0.9997469783390276,3727847667.9089394,4.8317,-0.01408475,-0.01776752,-0.01163772,-0.04068226,-0.0313119,-0.02616024,24514762896.586224,1.6534,24514762896.59,,2023-12-03T12:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-12-03 17:46:18.417029
7,2010,Cardano,ADA,cardano,989,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35307944353.715,36410042820.425,False,,8,,,,2023-12-03T12:14:00.000Z,0.39350844068296664,308788703.5833153,45.3302,-0.32483085,1.12282067,0.70475137,24.03756463,53.50951492,53.99149931,13893974126.351345,0.937,17707879830.73,,2023-12-03T12:14:00.000Z,,,,,,2023-12-03 17:46:18.417029
8,74,Dogecoin,DOGE,dogecoin,836,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142081826383.7052,142081826383.7052,True,,9,,,,2023-12-03T12:15:00.000Z,0.08481690050073175,549934803.4016432,49.0076,-0.19699789,1.04032268,9.04011765,26.38323723,38.87621998,34.36463329,12050940131.348967,0.8128,12050940131.35,,2023-12-03T12:15:00.000Z,,,,,,2023-12-03 17:46:18.417029
9,1958,TRON,TRX,tron,882,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88522077487.95638,88522119635.4479,True,,10,71659659264.0,7401142610.839576,,2023-12-03T12:14:00.000Z,0.10328185602408693,188966706.91777703,4.7689,-0.09399841,0.35465591,-4.51629715,5.72641332,16.36247278,34.46164336,9142724462.064177,0.6166,9142728815.14,,2023-12-03T12:14:00.000Z,,,,,,2023-12-03 17:46:18.417029
10,1975,Chainlink,LINK,chainlink,1478,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,11,,,,2023-12-03T12:14:00.000Z,15.964292816596863,604319260.9306959,-0.253,-0.59663582,2.10378712,5.28796631,45.59209989,111.08879254,162.68779566,8889715983.221598,0.5995,15964292816.6,,2023-12-03T12:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-12-03 17:46:18.417029
11,11419,Toncoin,TON,toncoin,175,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,12,3414166606.0,8239013256.8368635,,2023-12-03T12:15:00.000Z,2.4131843016558587,33761734.34362964,2.371,-0.55962912,0.36370582,1.62626423,10.19345988,20.96396999,27.72177083,8281788110.821537,0.5585,12180689001.46,,2023-12-03T12:15:00.000Z,,,,,,2023-12-03 17:46:18.417029
12,5805,Avalanche,AVAX,avalanche,574,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,365180769.04855895,433213679.04855895,False,,13,,,,2023-12-03T12:14:00.000Z,21.976035760224413,343159737.3291106,-10.4296,-0.2998136,-0.02488182,4.62540114,88.7297653,125.4717171,122.40676608,8025225639.557384,0.5412,15822745747.36,,2023-12-03T12:14:00.000Z,,,,,,2023-12-03 17:46:18.417029
13,3890,Polygon,MATIC,polygon,1119,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9275203002.204464,10000000000.0,False,,14,,,,2023-12-03T12:14:00.000Z,0.8095283426403547,448100717.42326397,5.3577,-0.25231311,0.08881336,4.57109257,23.99555079,38.43633484,49.47993715,7508539714.027422,0.5064,8095283426.4,,2023-12-03T12:14:00.000Z,,,,,,2023-12-03 17:46:18.417029
14,6636,Polkadot,DOT,polkadot-new,630,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1251843942.6252005,1384104444.3335521,True,,15,,,,2023-12-03T12:14:00.000Z,5.500756460579328,133393435.85134986,12.4395,-0.26599167,-0.43912078,3.07643691,22.00948218,36.283322,29.01900345,6886088655.03267,0.4644,7613621464.28,,2023-12-03T12:14:00.000Z,,,,,,2023-12-03 17:46:18.417029
